 "experiment" , "experimentStep" , "experimentInput" , "experimentInputType" , "experimentInputName" , "experimentOutput" , "experimentOutputType" , "experimentOutputName" ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414022" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414093" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414034" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414025" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414003" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414028" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414031" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414065" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414050" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414012" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414007" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414056" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414038" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414095" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414017" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414057" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414033" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414054" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414094" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414070" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414062" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414004" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414026" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414088" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414040" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414032" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414011" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414021" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Publication_idr0038" , "https://w3id.org/reproduceme#Publication" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414027" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414055" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414006" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414002" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414009" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414073" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414029" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414024" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Phenotype_idr0038_3_1" , "https://w3id.org/reproduceme#Phenotype" , "None" ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414066" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414071" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414086" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414041" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414005" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414058" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414089" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414063" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414061" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414015" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414092" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414023" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414042" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414047" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414069" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Phenotype_idr0038_2_1" , "https://w3id.org/reproduceme#Phenotype" , "None" ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414090" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414039" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414014" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414010" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414067" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414018" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414049" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#ProcessedData_idr0038_3" , "https://w3id.org/reproduceme#ProcessedData" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414048" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Phenotype_idr0038_1_1" , "https://w3id.org/reproduceme#Phenotype" , "None" ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414051" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#ProcessedData_idr0038_2" , "https://w3id.org/reproduceme#ProcessedData" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414001" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414036" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414046" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414085" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414020" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414072" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414064" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0038" , "https://w3id.org/reproduceme#ImagingStudy_idr0038" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0038_3414043" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" , "https://w3id.org/reproduceme#Organism_idr0020" , "https://w3id.org/reproduceme#Organism" , "Homo sapiens" ,  ,  ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" , "https://w3id.org/reproduceme#Library_idr0020_1" , "https://w3id.org/reproduceme#Library" , "idr0020-screenA-library.txt" ,  ,  ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1891102" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1880686" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1903572" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1914558" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1880926" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1903932" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1888612" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1905882" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1892242" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1883236" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1909638" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1910418" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1917948" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1905942" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1916628" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1914948" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1913688" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1912398" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1907682" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1908282" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1889302" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1904292" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1878496" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1886332" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1899432" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1904082" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1882546" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1887742" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1887952" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1902852" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1875496" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1915788" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1882936" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1890982" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1900602" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1917888" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1878076" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1907952" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1883266" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1903332" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1914978" , "https://w3id.org/reproduceme#Image" ,  ,
 "https://w3id.org/reproduceme#Experiment_idr0020" , "https://w3id.org/reproduceme#ImagingStudy_idr0020" ,  ,  ,  , "https://w3id.org/reproduceme#Image_idr0020_1893802" , "https://w3id.org/reproduceme#Image" ,  ,
